source,disease,level,location,age_group,horizon,model,spread,overprediction,underprediction,wis,c50,c95
icosari,sari,age,DE,80+,1,baseline,268.662987012987,0,365.02597402597405,633.6889610389611,0.2727272727272727,1
icosari,sari,age,DE,80+,2,KIT-EnsembleComplete,195.41306994197635,16.69472872756064,112.28337151384179,324.3911701833788,0.7727272727272727,0.9545454545454546
icosari,sari,age,DE,80+,2,KIT-EnsembleRealtime,197.129190723871,27.18291416700955,114.13643796905568,338.44854285993625,0.7272727272727273,0.9545454545454546
icosari,sari,age,DE,80+,2,KIT-LightGBM,180.64526031710454,10.981245047639357,231.78363027293943,423.41013563768337,0.6363636363636364,0.9545454545454546
icosari,sari,age,DE,80+,2,KIT-TSMixer,204.100443015318,12.845812520812526,72.80546953046952,289.7517250666001,0.7727272727272727,1
icosari,sari,age,DE,80+,2,KIT-hhh4,201.4935064935065,87.96103896103897,113.37662337662339,402.83116883116884,0.5909090909090909,0.9545454545454546
icosari,sari,age,DE,80+,2,KIT-persistence,126.61623376623378,98.99350649350649,164.71428571428572,390.324025974026,0.45454545454545453,0.9090909090909091
icosari,sari,age,DE,80+,2,baseline,271.46623376623376,0,360.25324675324674,631.7194805194805,0.3181818181818182,1
icosari,sari,age,DE,80+,3,KIT-EnsembleComplete,204.4427805692279,28.534058698491023,140.01941284505367,372.9962521127726,0.6818181818181818,1
icosari,sari,age,DE,80+,3,KIT-EnsembleRealtime,208.50348158778993,50.51732898217261,141.48520861133142,400.506019181294,0.6363636363636364,1
icosari,sari,age,DE,80+,3,KIT-LightGBM,181.3001617210037,17.50674942834706,382.97752024592,581.7844313952708,0.4090909090909091,0.9545454545454546
icosari,sari,age,DE,80+,3,KIT-TSMixer,200.2424657009657,15.388328338328344,95.168006993007,310.79880103230107,0.7272727272727273,1
icosari,sari,age,DE,80+,3,KIT-hhh4,231.7857142857143,118.43506493506493,80.17532467532467,430.3961038961039,0.5,1
icosari,sari,age,DE,80+,3,KIT-persistence,128.69935064935066,179.07792207792207,211,518.7772727272727,0.18181818181818182,0.7272727272727273
icosari,sari,age,DE,80+,3,baseline,272.04707792207796,0,340.02597402597405,612.073051948052,0.4090909090909091,1
icosari,sari,age,DE,80+,4,KIT-EnsembleComplete,209.00046390519682,32.182871605380015,234.92800838174279,476.1113438923196,0.5,0.9545454545454546
icosari,sari,age,DE,80+,4,KIT-EnsembleRealtime,214.74759180445648,45.768499475872375,233.57713572395346,494.0932270042823,0.45454545454545453,0.9545454545454546
icosari,sari,age,DE,80+,4,KIT-LightGBM,178.05313867696236,21.571190503928936,541.3605294523193,740.9848586332106,0.36363636363636365,0.9090909090909091
icosari,sari,age,DE,80+,4,KIT-TSMixer,189.9872140775891,10.713486513486524,240.53619380619378,441.2368943972694,0.6363636363636364,0.9545454545454546
icosari,sari,age,DE,80+,4,KIT-hhh4,258.961038961039,165.75974025974025,131.77272727272728,556.4935064935065,0.5,0.9545454545454546
icosari,sari,age,DE,80+,4,KIT-persistence,153.52759740259742,247.15584415584416,301.2792207792208,701.9626623376623,0.3181818181818182,0.6818181818181818
icosari,sari,age,DE,80+,4,baseline,266.8194805194805,0,340.20779220779224,607.0272727272727,0.4090909090909091,0.9545454545454546
icosari,sari,national,DE,00+,-3,KIT-EnsembleNowcastComplete,31.623277260994964,72.82474867390079,32.94941064216008,137.39743657705583,0.22727272727272727,0.6363636363636364
icosari,sari,national,DE,00+,-3,KIT-EnsembleNowcastRealtime,20.32119155354453,85.69004524886873,37.117647058823536,143.1288838612368,0.13636363636363635,0.6363636363636364
icosari,sari,national,DE,00+,-3,KIT-epinowcast,0,52.95454545454545,60.09090909090909,113.04545454545455,0.13636363636363635,0.13636363636363635
icosari,sari,national,DE,00+,-3,KIT-simple_nowcast,21.949208144796383,86.28733031674209,37.87556561085973,146.11210407239818,0.2727272727272727,0.5909090909090909
icosari,sari,national,DE,00+,-3,RIVM-GAM,24.05941558441559,53.032467532467535,18.214285714285715,95.30616883116883,0.13636363636363635,0.6363636363636364
icosari,sari,national,DE,00+,-3,RKI-Pilot_01,31.084247971278444,6.125805721554346,4.774105398274361,41.98415909110715,0.9545454545454546,1
icosari,sari,national,DE,00+,-2,KIT-EnsembleNowcastComplete,143.81239267738627,83.7614163513741,30.668130531122145,258.2419395598825,0.7727272727272727,0.8181818181818182
icosari,sari,national,DE,00+,-2,KIT-EnsembleNowcastRealtime,133.95178544494712,89.73834841628963,39.41591251885377,263.1060463800905,0.8181818181818182,0.8181818181818182
icosari,sari,national,DE,00+,-2,KIT-epinowcast,64.43741883116883,59.16915584415584,12.993506493506494,136.60008116883117,0.6363636363636364,0.8181818181818182
icosari,sari,national,DE,00+,-2,KIT-simple_nowcast,132.55622171945703,91.63574660633485,44.251131221719454,268.44309954751134,0.8181818181818182,0.8636363636363636
icosari,sari,national,DE,00+,-2,RIVM-GAM,101.13116883116884,40.603896103896105,15.909090909090908,157.64415584415585,0.8181818181818182,0.8636363636363636
icosari,sari,national,DE,00+,-2,RKI-Pilot_01,70.2957196074367,35.021878565127736,1.2912970945407882,106.60889526710521,0.6818181818181818,1
icosari,sari,national,DE,00+,-1,KIT-EnsembleNowcastComplete,199.0177332941504,140.04322088658282,3.9429446776820365,343.00389885841525,0.7272727272727273,0.9545454545454546
icosari,sari,national,DE,00+,-1,KIT-EnsembleNowcastRealtime,202.1208606711915,141.98480392156867,5.456259426847657,349.56192401960783,0.7272727272727273,0.9545454545454546
icosari,sari,national,DE,00+,-1,KIT-epinowcast,209.4429788961039,104.71461038961036,12.454545454545453,326.6121347402597,0.7272727272727273,0.9545454545454546
icosari,sari,national,DE,00+,-1,KIT-simple_nowcast,170.33246606334842,175.97285067873304,8.628959276018099,354.9342760180995,0.6818181818181818,0.8181818181818182
icosari,sari,national,DE,00+,-1,RIVM-GAM,238.96525974025977,41.14285714285714,2.9415584415584415,283.0496753246753,0.9545454545454546,1
icosari,sari,national,DE,00+,-1,RKI-Pilot_01,129.27787459271272,83.17865988608058,2.0059914505653,214.4625259293586,0.7272727272727273,0.9545454545454546
icosari,sari,national,DE,00+,0,KIT-EnsembleNowcastComplete,486.60566825092485,224.40024101899843,79.57865424767495,790.5845635175982,0.6818181818181818,0.9545454545454546
icosari,sari,national,DE,00+,0,KIT-EnsembleNowcastRealtime,497.3702356711917,231.13823529411746,89.42345399698343,817.9319249622927,0.7272727272727273,0.9545454545454546
icosari,sari,national,DE,00+,0,KIT-epinowcast,793.522702922078,321.50909090909084,60.97402597402598,1176.0058198051947,0.8636363636363636,1
icosari,sari,national,DE,00+,0,KIT-simple_nowcast,305.1532805429864,365.22850678733033,119.95927601809954,790.3410633484164,0.6363636363636364,0.8636363636363636
icosari,sari,national,DE,00+,0,RIVM-GAM,494.63928571428573,168.6103896103896,18.844155844155843,682.0938311688312,0.7272727272727273,1
icosari,sari,national,DE,00+,-0,RKI-Pilot_01,250.12116832616798,266.9590019684174,22.885201625886264,539.9653719204716,0.5909090909090909,0.8636363636363636
icosari,sari,national,DE,00+,1,KIT-EnsembleComplete,616.407383088411,69.6405074374555,353.8367700593443,1039.884660585211,0.7727272727272727,1
icosari,sari,national,DE,00+,1,KIT-EnsembleRealtime,599.1984933191534,85.0142017482955,355.7748849355686,1039.9875800030175,0.6363636363636364,1
icosari,sari,national,DE,00+,1,KIT-LightGBM,530.8249229630347,37.32738217160407,538.9179509920264,1107.070256126665,0.5909090909090909,0.9545454545454546
icosari,sari,national,DE,00+,1,KIT-TSMixer,682.500063936064,101.0234265734266,232.47719280719284,1016.0006833166834,0.7727272727272727,1
icosari,sari,national,DE,00+,1,KIT-hhh4,444.4155844155844,295.961038961039,338.92857142857144,1079.3051948051948,0.5909090909090909,0.9545454545454546
icosari,sari,national,DE,00+,1,KIT-persistence,421.7737012987013,312.7857142857143,199.37662337662337,933.936038961039,0.5454545454545454,0.8636363636363636
icosari,sari,national,DE,00+,1,MPIDS-PS_embedding,807.888961038961,47.77272727272727,597.9415584415584,1453.6032467532468,0.6363636363636364,1
icosari,sari,national,DE,00+,1,baseline,930.6272727272727,0,1483.1753246753246,2413.8025974025973,0.3181818181818182,1
icosari,sari,national,DE,00+,2,KIT-EnsembleComplete,666.6269763708582,60.53135630195834,604.3088262442458,1331.4671589170623,0.7272727272727273,0.9545454545454546
icosari,sari,national,DE,00+,2,KIT-EnsembleRealtime,650.0102094551203,86.36582739645762,606.2406432157078,1342.6166800672856,0.6818181818181818,0.9545454545454546
icosari,sari,national,DE,00+,2,KIT-LightGBM,540.8377979243252,52.91871396763619,1237.9272667627513,1831.6837786547126,0.5,0.9090909090909091
icosari,sari,national,DE,00+,2,KIT-TSMixer,666.1821205461206,69.16327838827839,348.306674991675,1083.6520739260739,0.6818181818181818,1
icosari,sari,national,DE,00+,2,KIT-hhh4,511.3961038961039,288.54545454545456,427.16883116883116,1227.1103896103896,0.45454545454545453,0.9545454545454546
icosari,sari,national,DE,00+,2,KIT-persistence,461.849025974026,694.9480519480519,427.7597402597403,1584.5568181818182,0.4090909090909091,0.7727272727272727
icosari,sari,national,DE,00+,2,MPIDS-PS_embedding,948.0918831168832,55.9025974025974,873.961038961039,1877.9555194805196,0.6818181818181818,0.9545454545454546
icosari,sari,national,DE,00+,2,baseline,931.5058441558442,0,1442.5844155844156,2374.0902597402596,0.4090909090909091,1
icosari,sari,national,DE,00+,3,KIT-EnsembleComplete,685.9489388877759,76.53119490039938,860.1275832695856,1622.6077170577607,0.6363636363636364,1
icosari,sari,national,DE,00+,3,KIT-EnsembleRealtime,675.094921655034,100.02399935426767,825.9244076166138,1601.0433286259156,0.5909090909090909,1
icosari,sari,national,DE,00+,3,KIT-LightGBM,537.218465695126,67.83290798481312,1740.9960124245658,2346.0473861045048,0.5454545454545454,0.8636363636363636
icosari,sari,national,DE,00+,3,KIT-TSMixer,649.684757388445,57.69184149184154,504.3131968031967,1211.6897956834832,0.5454545454545454,1
icosari,sari,national,DE,00+,3,KIT-hhh4,563.8636363636364,340.43506493506493,462.9805194805195,1367.2792207792209,0.36363636363636365,0.9545454545454546
icosari,sari,national,DE,00+,3,KIT-persistence,471.14675324675324,1017.1558441558442,736.2142857142857,2224.516883116883,0.22727272727272727,0.6818181818181818
icosari,sari,national,DE,00+,3,MPIDS-PS_embedding,993.0288961038962,64.48051948051948,1312.5,2370.009415584416,0.5909090909090909,0.8636363636363636
icosari,sari,national,DE,00+,3,baseline,917.0597402597404,0,1402.8246753246754,2319.884415584416,0.4090909090909091,1
icosari,sari,national,DE,00+,4,KIT-EnsembleComplete,682.760818724533,86.96111250630209,1086.992649028911,1856.714580259746,0.6363636363636364,0.9090909090909091
icosari,sari,national,DE,00+,4,KIT-EnsembleRealtime,679.8878316877992,142.8051700443305,1046.1784270415887,1868.8714287737184,0.5909090909090909,0.9090909090909091
icosari,sari,national,DE,00+,4,KIT-LightGBM,515.8854519710594,82.02655232192433,1843.971369920602,2441.8833742135857,0.36363636363636365,0.8181818181818182
icosari,sari,national,DE,00+,4,KIT-TSMixer,611.3902904595404,54.871653346653304,1097.6988128538128,1763.9607566600066,0.4090909090909091,0.9090909090909091
icosari,sari,national,DE,00+,4,KIT-hhh4,609.448051948052,422.95454545454544,626.2272727272727,1658.6298701298701,0.36363636363636365,0.9090909090909091
icosari,sari,national,DE,00+,4,KIT-persistence,562.7977272727273,1387.5974025974026,852.3311688311688,2802.7262987012987,0.18181818181818182,0.6818181818181818
icosari,sari,national,DE,00+,4,MPIDS-PS_embedding,994.3194805194805,98.05844155844156,1586.448051948052,2678.825974025974,0.5454545454545454,0.8636363636363636
icosari,sari,national,DE,00+,4,baseline,885.4551948051949,0,1254.7857142857142,2140.240909090909,0.4090909090909091,1
survstat,influenza,age,DE,00-04,-3,KIT-EnsembleNowcastComplete,1.240893665158371,0.43552036199095023,0.5859728506787331,2.2623868778280545,0.6363636363636364,0.9090909090909091
survstat,influenza,age,DE,00-04,-3,KIT-EnsembleNowcastRealtime,1.240893665158371,0.43552036199095023,0.5859728506787331,2.2623868778280545,0.6363636363636364,0.9090909090909091
survstat,influenza,age,DE,00-04,-3,KIT-simple_nowcast,1.0195701357466063,0.5520361990950227,0.6244343891402715,2.1960407239819006,0.6818181818181818,0.8636363636363636
survstat,influenza,age,DE,00-04,-3,RIVM-GAM,0.7846938775510205,0.13605442176870747,0.5510204081632653,1.4717687074829933,0.7142857142857143,0.9523809523809523
survstat,influenza,age,DE,00-04,-2,KIT-EnsembleNowcastComplete,4.30750377073907,2.0950226244344017,7.541478129514707e-4,6.4032805429864235,0.22727272727272727,0.6363636363636364
survstat,influenza,age,DE,00-04,-2,KIT-EnsembleNowcastRealtime,4.3075226244343945,2.084464555052803,7.541478129514707e-4,6.39274132730015,0.2727272727272727,0.6818181818181818
survstat,influenza,age,DE,00-04,-2,KIT-epinowcast,0,0.5238095238095238,6.3809523809523805,6.904761904761905,0.09523809523809523,0.09523809523809523
survstat,influenza,age,DE,00-04,-2,KIT-simple_nowcast,2.218212669683258,3.018099547511312,1.1289592760180995,6.36527149321267,0.45454545454545453,0.8636363636363636
survstat,influenza,age,DE,00-04,-2,RIVM-GAM,1.5006802721088437,0.7278911564625851,1.2244897959183674,3.453061224489796,0.38095238095238093,0.9047619047619048
survstat,influenza,age,DE,00-04,-1,KIT-EnsembleNowcastComplete,5.659312782805413,3.5550527903469082,1.1195324283559775,10.333898001508299,0.2727272727272727,0.8181818181818182
survstat,influenza,age,DE,00-04,-1,KIT-EnsembleNowcastRealtime,5.65912424585217,3.549773755656109,1.1195324283559775,10.328430429864257,0.2727272727272727,0.8181818181818182
survstat,influenza,age,DE,00-04,-1,KIT-epinowcast,1.5523724489795923,0.4421768707482993,3.7346938775510203,5.729243197278912,0.47619047619047616,0.7142857142857143
survstat,influenza,age,DE,00-04,-1,KIT-simple_nowcast,4.440158371040724,3.8190045248868776,1.914027149321267,10.17319004524887,0.5454545454545454,0.8636363636363636
survstat,influenza,age,DE,00-04,-1,RIVM-GAM,2.348299319727891,1.9251700680272108,2.4625850340136055,6.736054421768707,0.23809523809523808,0.9047619047619048
survstat,influenza,age,DE,00-04,0,KIT-EnsembleNowcastComplete,30.61190422322777,-10.615723981900473,2.4536199095022613,22.44980015082956,0.36363636363636365,0.8181818181818182
survstat,influenza,age,DE,00-04,0,KIT-EnsembleNowcastRealtime,30.61075414781299,-10.615723981900473,2.457390648567118,22.452420814479638,0.3181818181818182,0.8181818181818182
survstat,influenza,age,DE,00-04,0,KIT-epinowcast,12.917585034013607,17.96904761904762,0.05442176870748299,30.94105442176871,0.23809523809523808,0.7142857142857143
survstat,influenza,age,DE,00-04,0,KIT-simple_nowcast,13.876923076923077,2.4479638009049776,3.8167420814479636,20.14162895927602,0.5,0.7727272727272727
survstat,influenza,age,DE,00-04,0,RIVM-GAM,5.1380952380952385,14.680272108843537,4.959183673469388,24.777551020408165,0.19047619047619047,0.7619047619047619
survstat,influenza,age,DE,00-04,1,HZI-ODEmodel,109.05487012987014,1.9935064935064934,54.69480519480519,165.74318181818182,0.7727272727272727,0.9090909090909091
survstat,influenza,age,DE,00-04,1,KIT-EnsembleNowcastComplete,170.4432456636501,4.872926093514328,258.8375188536953,434.1536906108597,0.45454545454545453,0.9090909090909091
survstat,influenza,age,DE,00-04,1,KIT-EnsembleNowcastRealtime,170.464737933635,4.874057315233785,258.82922322775266,434.1680184766214,0.45454545454545453,0.9090909090909091
survstat,influenza,age,DE,00-04,1,KIT-epinowcast,118.64651360544218,5.3231292517006805,92.29931972789116,216.26896258503402,0.47619047619047616,1
survstat,influenza,age,DE,00-04,1,KIT-simple_nowcast,170.61617647058824,4.794117647058823,258.3529411764706,433.76323529411764,0.4090909090909091,0.8181818181818182
survstat,influenza,age,DE,00-04,1,RIVM-GAM,22.844285714285714,1.857142857142857,411.6928571428571,436.39428571428573,0.2,0.5
survstat,influenza,age,DE,00-04,1,baseline,74.63538961038962,0,908.0974025974026,982.7327922077923,0,0.6818181818181818
survstat,influenza,age,DE,00-04,2,HZI-ODEmodel,97.72564935064935,6.084415584415583,121.78571428571429,225.59577922077924,0.7727272727272727,0.9090909090909091
survstat,influenza,age,DE,00-04,2,baseline,75.89448051948052,0,893.6168831168831,969.5113636363636,0,0.7272727272727273
survstat,influenza,age,DE,00-04,3,HZI-ODEmodel,88.25616883116884,13.7987012987013,168.7142857142857,270.7691558441558,0.6363636363636364,0.9090909090909091
survstat,influenza,age,DE,00-04,3,baseline,75.0461038961039,0,844.3506493506494,919.3967532467533,0,0.7727272727272727
survstat,influenza,age,DE,00-04,4,HZI-ODEmodel,79.58506493506493,29.532467532467532,218.34415584415584,327.4616883116883,0.45454545454545453,0.9090909090909091
survstat,influenza,age,DE,00-04,4,baseline,72.74058441558442,0,764.7207792207793,837.4613636363637,0,0.7727272727272727
survstat,influenza,age,DE,05-14,-3,KIT-EnsembleNowcastComplete,2.0919683257918553,0.6199095022624435,0.019230769230769225,2.731108597285068,0.8181818181818182,0.9090909090909091
survstat,influenza,age,DE,05-14,-3,KIT-EnsembleNowcastRealtime,2.0919683257918553,0.6199095022624435,0.019230769230769225,2.731108597285068,0.8181818181818182,0.9090909090909091
survstat,influenza,age,DE,05-14,-3,KIT-simple_nowcast,1.7929864253393666,0.8257918552036199,0.083710407239819,2.7024886877828056,0.8636363636363636,0.9090909090909091
survstat,influenza,age,DE,05-14,-3,RIVM-GAM,1.0639455782312925,0.1360544217687075,0.30612244897959184,1.506122448979592,0.8571428571428571,0.9523809523809523
survstat,influenza,age,DE,05-14,-2,KIT-EnsembleNowcastComplete,8.298944193061784,3.1606334841629096,-1.6289592760180533,9.830618401206639,0.13636363636363635,0.6818181818181818
survstat,influenza,age,DE,05-14,-2,KIT-EnsembleNowcastRealtime,8.298963046757107,3.15535444947211,-1.6289592760180533,9.825358220211164,0.18181818181818182,0.7272727272727273
survstat,influenza,age,DE,05-14,-2,KIT-epinowcast,0,0.47619047619047616,11.095238095238095,11.571428571428571,0.047619047619047616,0.047619047619047616
survstat,influenza,age,DE,05-14,-2,KIT-simple_nowcast,4.010520361990951,5.527149321266968,0.497737556561086,10.035407239819005,0.45454545454545453,0.9090909090909091
survstat,influenza,age,DE,05-14,-2,RIVM-GAM,2.003061224489796,1.2585034013605443,1.3333333333333333,4.594897959183673,0.42857142857142855,0.9523809523809523
survstat,influenza,age,DE,05-14,-1,KIT-EnsembleNowcastComplete,11.492476432880858,8.436651583710415,-0.8612368024132934,19.06789121417798,0.4090909090909091,0.9090909090909091
survstat,influenza,age,DE,05-14,-1,KIT-EnsembleNowcastRealtime,11.492363310708912,8.436651583710415,-0.8612368024132934,19.067778092006034,0.4090909090909091,0.9090909090909091
survstat,influenza,age,DE,05-14,-1,KIT-epinowcast,2.3144472789115658,0.32653061224489793,4.434013605442172,7.074991496598636,0.6190476190476191,0.8571428571428571
survstat,influenza,age,DE,05-14,-1,KIT-simple_nowcast,8.105203619909503,10.47737556561086,1.0316742081447965,19.61425339366516,0.5454545454545454,0.9090909090909091
survstat,influenza,age,DE,05-14,-1,RIVM-GAM,3.0231292517006803,3.6598639455782314,2.54421768707483,9.227210884353742,0.2857142857142857,0.9047619047619048
survstat,influenza,age,DE,05-14,0,KIT-EnsembleNowcastComplete,56.622753582202144,-18.371568627451005,0.5825791855203576,38.83376414027149,0.45454545454545453,0.9545454545454546
survstat,influenza,age,DE,05-14,0,KIT-EnsembleNowcastRealtime,56.62100018853698,-18.371568627451005,0.5916289592760137,38.84106052036199,0.45454545454545453,0.9545454545454546
survstat,influenza,age,DE,05-14,0,KIT-epinowcast,23.35932823129252,30.2673469387755,0,53.62667517006802,0.3333333333333333,0.8571428571428571
survstat,influenza,age,DE,05-14,0,KIT-simple_nowcast,26.221945701357466,5.755656108597285,1.4819004524886878,33.459502262443436,0.5909090909090909,0.9545454545454546
survstat,influenza,age,DE,05-14,0,RIVM-GAM,6.549319727891157,34.42857142857143,5.054421768707483,46.03231292517007,0.19047619047619047,0.8571428571428571
survstat,influenza,age,DE,05-14,1,HZI-ODEmodel,109.12564935064935,4.876623376623377,217.86363636363637,331.8659090909091,0.7272727272727273,0.8181818181818182
survstat,influenza,age,DE,05-14,1,KIT-EnsembleNowcastComplete,344.2135426093514,2.080316742081448,706.2860482654601,1052.579907616893,0.3181818181818182,0.9090909090909091
survstat,influenza,age,DE,05-14,1,KIT-EnsembleNowcastRealtime,344.2145409125188,2.080316742081448,706.2811463046758,1052.576003959276,0.3181818181818182,0.9090909090909091
survstat,influenza,age,DE,05-14,1,KIT-epinowcast,268.748018707483,1.170068027210884,183.40272108843538,453.32080782312926,0.47619047619047616,1
survstat,influenza,age,DE,05-14,1,KIT-simple_nowcast,279.57861990950227,2.276018099547511,790.3733031674208,1072.2279411764705,0.18181818181818182,0.7272727272727273
survstat,influenza,age,DE,05-14,1,RIVM-GAM,29.017500000000002,9.592857142857143,847.3142857142857,885.9246428571429,0.25,0.4
survstat,influenza,age,DE,05-14,1,baseline,110.9503246753247,0,2018.7662337662339,2129.7165584415584,0.045454545454545456,0.6363636363636364
survstat,influenza,age,DE,05-14,2,HZI-ODEmodel,96.75714285714287,32.33766233766234,481.7987012987013,610.8935064935065,0.5909090909090909,0.7727272727272727
survstat,influenza,age,DE,05-14,2,baseline,112.1477272727273,0,2012.3506493506493,2124.4983766233768,0.045454545454545456,0.6818181818181818
survstat,influenza,age,DE,05-14,3,HZI-ODEmodel,86.50714285714287,65.68831168831169,666.7922077922078,818.9876623376623,0.36363636363636365,0.7272727272727273
survstat,influenza,age,DE,05-14,3,baseline,109.97954545454547,0,1943.090909090909,2053.0704545454546,0.045454545454545456,0.7272727272727273
survstat,influenza,age,DE,05-14,4,HZI-ODEmodel,75.17857142857143,135.46103896103895,782,992.6396103896104,0.2727272727272727,0.5
survstat,influenza,age,DE,05-14,4,baseline,104.93116883116885,0,1741.9155844155844,1846.8467532467532,0.045454545454545456,0.7272727272727273
survstat,influenza,age,DE,15-34,-3,KIT-EnsembleNowcastComplete,2.167816742081448,1.7217194570135748,0.7420814479638009,4.631617647058824,0.5454545454545454,0.9545454545454546
survstat,influenza,age,DE,15-34,-3,KIT-EnsembleNowcastRealtime,2.167816742081448,1.7217194570135748,0.7420814479638009,4.631617647058824,0.5454545454545454,0.9545454545454546
survstat,influenza,age,DE,15-34,-3,KIT-simple_nowcast,1.773529411764706,2.004524886877828,0.8190045248868778,4.597058823529411,0.6363636363636364,0.9090909090909091
survstat,influenza,age,DE,15-34,-3,RIVM-GAM,1.1360544217687076,0.5850340136054422,0.48299319727891155,2.2040816326530615,0.6190476190476191,1
survstat,influenza,age,DE,15-34,-2,KIT-EnsembleNowcastComplete,7.459012066364953,7.824283559577705,-0.01659125188534573,15.266704374057312,0,0.45454545454545453
survstat,influenza,age,DE,15-34,-2,KIT-EnsembleNowcastRealtime,7.459030920060277,7.813725490196107,-0.01659125188534573,15.256165158371038,0.045454545454545456,0.5
survstat,influenza,age,DE,15-34,-2,KIT-epinowcast,0,0.6666666666666666,8.19047619047619,8.857142857142858,0.047619047619047616,0.047619047619047616
survstat,influenza,age,DE,15-34,-2,KIT-simple_nowcast,4.14343891402715,10.515837104072398,1.1470588235294117,15.80633484162896,0.4090909090909091,0.7727272727272727
survstat,influenza,age,DE,15-34,-2,RIVM-GAM,2.1248299319727892,3.251700680272109,1.4965986394557824,6.87312925170068,0.3333333333333333,0.8571428571428571
survstat,influenza,age,DE,15-34,-1,KIT-EnsembleNowcastComplete,11.995702300150821,13.259766214177946,-0.5942684766213875,24.66120003770738,0.22727272727272727,0.6818181818181818
survstat,influenza,age,DE,15-34,-1,KIT-EnsembleNowcastRealtime,11.995645739064848,13.259766214177946,-0.5897435897435594,24.665668363499236,0.22727272727272727,0.6818181818181818
survstat,influenza,age,DE,15-34,-1,KIT-epinowcast,1.7098724489795918,0.5272108843537415,5.176190476190486,7.41327380952382,0.5714285714285714,0.6666666666666666
survstat,influenza,age,DE,15-34,-1,KIT-simple_nowcast,8.37420814479638,16.11085972850679,0.9547511312217194,25.439819004524885,0.5,0.8181818181818182
survstat,influenza,age,DE,15-34,-1,RIVM-GAM,3.13843537414966,7.986394557823129,2.598639455782313,13.723469387755102,0.3333333333333333,0.8571428571428571
survstat,influenza,age,DE,15-34,0,KIT-EnsembleNowcastComplete,59.21498680241331,-10.648529411764725,0.3989441930618401,48.965401583710424,0.4090909090909091,0.7272727272727273
survstat,influenza,age,DE,15-34,0,KIT-EnsembleNowcastRealtime,59.21385558069385,-10.648529411764725,0.40196078431372545,48.96728695324285,0.36363636363636365,0.7272727272727273
survstat,influenza,age,DE,15-34,0,KIT-epinowcast,19.03212585034014,33.48333333333333,0.020408163265306124,52.53586734693877,0.42857142857142855,0.7619047619047619
survstat,influenza,age,DE,15-34,0,KIT-simple_nowcast,26.95350678733032,13.687782805429864,1.504524886877828,42.14581447963801,0.5454545454545454,0.8636363636363636
survstat,influenza,age,DE,15-34,0,RIVM-GAM,7.392517006802722,55.625850340136054,2.6598639455782314,65.67823129251701,0.23809523809523808,0.8095238095238095
survstat,influenza,age,DE,15-34,1,HZI-ODEmodel,214.23993506493508,6.259740259740261,107.14285714285714,327.6425324675325,0.8181818181818182,0.9090909090909091
survstat,influenza,age,DE,15-34,1,KIT-EnsembleNowcastComplete,336.8949665346908,7.280542986425339,684.5297511312217,1028.7052606523378,0.4090909090909091,0.9090909090909091
survstat,influenza,age,DE,15-34,1,KIT-EnsembleNowcastRealtime,336.90314621040727,7.280542986425339,684.5044871794871,1028.6881763763197,0.45454545454545453,0.9090909090909091
survstat,influenza,age,DE,15-34,1,KIT-epinowcast,241.87204081632655,3.061224489795918,160.0547619047619,404.98802721088435,0.38095238095238093,0.9523809523809523
survstat,influenza,age,DE,15-34,1,KIT-simple_nowcast,318.968778280543,8.115384615384615,719.1900452488687,1046.2742081447964,0.22727272727272727,0.8181818181818182
survstat,influenza,age,DE,15-34,1,RIVM-GAM,31.26964285714286,0.45,751.2928571428571,783.0125,0.3,0.5
survstat,influenza,age,DE,15-34,1,baseline,108.56461038961041,0,2155.6103896103896,2264.175,0,0.6363636363636364
survstat,influenza,age,DE,15-34,2,HZI-ODEmodel,182.99188311688312,11.201298701298702,247.03246753246754,441.22564935064935,0.5909090909090909,0.8636363636363636
survstat,influenza,age,DE,15-34,2,baseline,110.04155844155845,0,2103.155844155844,2213.1974025974027,0,0.6818181818181818
survstat,influenza,age,DE,15-34,3,HZI-ODEmodel,156.50746753246753,11.025974025974026,401.14285714285717,568.6762987012987,0.6363636363636364,0.8636363636363636
survstat,influenza,age,DE,15-34,3,baseline,109.2727272727273,0,2026.9545454545455,2136.227272727273,0,0.7272727272727273
survstat,influenza,age,DE,15-34,4,HZI-ODEmodel,130.9775974025974,29.993506493506494,724.2857142857143,885.2568181818182,0.5,0.7272727272727273
survstat,influenza,age,DE,15-34,4,baseline,105.98214285714288,0,1919.4415584415585,2025.4237012987014,0,0.7272727272727273
survstat,influenza,age,DE,35-59,-3,KIT-EnsembleNowcastComplete,3.172398190045249,3.3993212669683257,0.9423076923076923,7.514027149321267,0.5,0.8636363636363636
survstat,influenza,age,DE,35-59,-3,KIT-EnsembleNowcastRealtime,3.172398190045249,3.3993212669683257,0.9423076923076923,7.514027149321267,0.5,0.8636363636363636
survstat,influenza,age,DE,35-59,-3,KIT-simple_nowcast,2.680429864253394,3.773755656108597,1.0475113122171946,7.501696832579186,0.5909090909090909,0.8636363636363636
survstat,influenza,age,DE,35-59,-3,RIVM-GAM,1.3622448979591837,0.9523809523809523,0.9523809523809523,3.2670068027210886,0.47619047619047616,0.9523809523809523
survstat,influenza,age,DE,35-59,-2,KIT-EnsembleNowcastComplete,11.81300904977365,9.950980392156918,0.0429864253394133,21.806975867269983,0.09090909090909091,0.4090909090909091
